student_id,attendance_risk_component,assessment_performance_risk,trend_risk,gpa_risk,study_behavior_risk,recent_performance_risk,risk_score,risk_level
STU103108,26.23,32.91,43.16,46.75,78.38,34.91,40.45,MODERATE
STU103109,35.11,32.7,66.69,37.0,63.25,30.86,43.5,MODERATE
STU103110,35.13,36.19,26.14,39.5,58.03,42.06,37.24,MODERATE
STU103111,25.17,56.23,36.85,23.75,96.18,47.01,44.34,MODERATE
STU103112,0.67,13.89,60.94,9.75,84.02,26.38,28.3,LOW
STU103113,41.65,42.62,40.02,62.0,81.1,42.87,48.69,MODERATE
STU103114,21.04,19.81,53.38,29.75,57.35,23.97,32.43,MODERATE
STU103115,13.17,21.1,86.8,46.25,36.05,37.38,39.55,MODERATE
STU103116,24.06,38.54,64.94,61.0,72.85,44.63,48.33,MODERATE
STU103117,11.09,25.23,62.13,29.75,50.65,24.54,32.93,MODERATE
STU103118,28.4,30.36,59.71,50.0,67.2,34.42,42.87,MODERATE
STU103119,36.19,37.76,54.64,37.0,98.35,41.52,47.14,MODERATE
STU103120,34.92,36.58,42.04,41.0,78.48,26.27,41.16,MODERATE
STU103121,6.4,22.12,49.29,31.75,69.25,20.23,30.38,MODERATE
STU103122,4.12,30.2,72.54,32.75,70.62,39.88,38.84,MODERATE
STU103123,6.29,24.5,44.29,21.5,72.6,32.47,29.97,LOW
STU103124,16.28,36.46,44.66,27.5,83.2,30.14,36.76,MODERATE
STU103125,9.78,33.32,60.62,48.0,67.97,37.18,40.12,MODERATE
STU103126,17.8,31.36,65.5,50.75,72.28,41.51,43.49,MODERATE
STU103127,47.68,49.93,61.55,62.0,85.15,39.08,56.05,MODERATE
STU103128,9.0,29.96,55.39,33.0,81.25,32.42,36.68,MODERATE
STU103129,26.74,32.32,43.95,35.5,57.8,31.95,36.52,MODERATE
STU103130,2.27,28.53,64.72,32.75,67.5,36.15,35.81,MODERATE
STU103131,8.57,1.62,45.94,0.0,33.45,0.0,14.65,LOW
STU103132,26.95,42.95,75.72,62.25,74.45,49.78,53.03,MODERATE
STU103133,18.38,31.83,57.15,49.75,70.47,37.76,41.35,MODERATE
STU103134,16.73,31.6,47.11,48.0,72.88,29.27,38.08,MODERATE
STU103135,35.48,26.98,47.79,41.75,58.53,20.82,37.6,MODERATE
STU103136,52.4,47.73,59.88,63.75,97.42,56.24,59.32,LOW
STU103137,11.91,26.07,55.24,36.25,37.02,30.56,32.14,MODERATE
STU103138,13.94,30.25,38.2,29.75,57.4,19.42,30.14,MODERATE
STU103139,48.86,57.22,44.69,62.75,93.3,28.72,54.63,MODERATE
STU103140,22.81,30.33,50.9,36.25,80.25,35.7,39.36,MODERATE
STU103141,43.45,39.46,78.65,50.25,82.0,43.5,54.37,MODERATE
STU103142,13.25,28.64,45.2,45.0,66.07,11.38,33.34,MODERATE
STU103143,41.08,44.87,66.95,57.25,83.55,46.3,54.4,MODERATE
STU103144,10.7,32.64,65.26,34.5,57.38,27.85,37.05,MODERATE
STU103145,0.0,11.43,44.7,11.75,58.0,9.46,20.31,LOW
STU103146,28.06,29.17,47.02,51.0,68.7,22.81,39.11,MODERATE
STU103147,46.89,43.37,69.39,62.0,98.32,48.92,58.12,MODERATE
STU103148,16.35,24.09,40.05,41.5,43.2,17.29,29.58,LOW
STU103149,26.4,29.51,66.44,43.0,89.05,43.74,45.67,MODERATE
STU103150,27.79,44.84,41.31,65.0,92.07,42.33,48.22,MODERATE
STU103151,23.09,23.65,39.35,36.25,80.92,15.82,33.51,MODERATE
STU103152,11.0,21.56,61.42,24.0,45.22,40.63,32.06,MODERATE
STU103153,32.99,37.04,62.62,41.75,57.7,47.64,45.18,MODERATE
STU103154,23.12,41.36,57.78,68.5,82.65,39.22,48.98,MODERATE
STU103155,51.44,44.13,73.69,59.0,85.45,48.89,58.34,MODERATE
STU103156,24.03,40.28,48.36,35.75,85.38,41.66,42.61,MODERATE
STU103157,9.49,24.14,59.73,43.75,60.22,27.55,35.22,MODERATE
STU103158,35.54,35.56,41.16,44.0,79.9,30.49,41.87,MODERATE
STU103159,29.44,40.63,56.1,64.25,72.0,43.99,48.5,MODERATE
STU103160,23.08,26.12,19.46,38.25,47.7,23.93,27.94,LOW
STU103161,32.55,20.03,57.8,29.25,59.2,35.06,36.89,MODERATE
STU103162,25.89,28.1,47.7,26.75,49.25,16.59,32.34,MODERATE
STU103163,16.77,21.54,67.29,32.5,52.3,34.75,35.78,MODERATE
STU103164,0.0,29.57,52.18,22.25,68.92,36.92,31.75,MODERATE
STU103165,37.53,39.92,59.06,48.5,55.28,32.95,45.4,MODERATE
STU103166,28.22,32.82,51.72,55.25,64.12,16.3,40.52,MODERATE
STU103167,38.67,35.27,23.88,33.75,80.73,36.97,38.16,MODERATE
STU103168,43.8,41.02,56.55,74.0,99.28,25.28,53.88,MODERATE
STU103169,18.84,42.56,72.74,41.5,59.78,44.63,45.62,MODERATE
STU103170,0.0,15.94,58.53,31.75,32.9,12.19,24.96,LOW
STU103171,14.47,16.75,75.15,39.25,50.95,27.11,35.8,MODERATE
STU103172,8.55,20.62,31.48,22.5,73.7,8.9,24.8,LOW
STU103173,25.87,33.72,39.22,38.25,72.4,28.6,37.29,MODERATE
STU103174,7.36,16.97,72.35,4.25,38.5,23.45,27.02,LOW
STU103175,31.53,40.14,78.28,59.75,71.15,28.62,50.94,MODERATE
STU103176,21.65,32.16,71.71,63.25,64.42,42.79,46.92,MODERATE
STU103177,18.62,20.5,57.99,27.75,71.05,29.46,34.66,MODERATE
STU103178,15.0,24.99,51.15,11.75,51.2,31.45,29.5,LOW
STU103179,36.68,33.72,57.38,38.5,54.72,26.76,41.17,MODERATE
STU103180,19.54,25.09,53.74,25.75,84.15,24.94,35.7,MODERATE
STU103181,18.8,33.49,65.82,37.75,69.15,36.92,41.57,MODERATE
STU103182,27.75,33.64,73.16,52.25,65.6,37.5,46.74,MODERATE
STU103183,30.98,37.56,79.28,24.5,93.12,59.62,50.39,MODERATE
STU103184,29.9,13.44,57.69,29.5,63.92,0.15,31.71,MODERATE
STU103185,28.84,30.2,66.9,31.75,52.4,27.47,39.45,MODERATE
STU103186,0.62,8.08,36.25,10.0,46.28,4.79,16.0,LOW
STU103187,20.44,31.68,35.65,52.25,71.4,18.49,35.96,MODERATE
STU103188,23.66,30.22,63.2,49.0,64.35,41.8,42.89,MODERATE
STU103189,8.51,13.98,49.29,21.75,55.53,25.93,26.46,LOW
STU103190,14.23,15.5,44.91,16.5,61.05,4.72,24.76,LOW
STU103191,18.53,26.24,68.27,47.0,54.47,34.85,39.9,MODERATE
STU103192,21.65,55.53,49.45,57.5,74.05,48.6,48.99,MODERATE
STU103193,31.01,38.06,51.79,49.5,69.7,44.17,44.89,MODERATE
STU103194,45.76,55.51,70.47,64.5,61.3,66.87,59.62,LOW
STU103195,29.98,31.84,45.99,41.5,56.7,30.79,38.13,MODERATE
STU103196,26.67,30.89,57.34,39.0,62.4,34.76,40.09,MODERATE
STU103197,0.0,13.09,52.91,30.5,37.62,2.95,22.49,LOW
STU103198,38.12,36.59,68.64,44.75,82.93,49.19,50.42,MODERATE
STU103199,44.85,50.8,63.92,48.0,74.88,46.57,53.8,MODERATE
STU103200,34.03,32.92,48.3,31.5,66.68,21.96,38.28,MODERATE
STU103201,15.81,24.31,41.4,31.0,64.38,15.73,30.18,MODERATE
STU103202,68.24,51.46,75.14,79.5,100.0,66.29,70.1,HIGH
STU103203,35.27,53.91,79.71,65.0,95.48,64.7,62.24,HIGH
STU103204,33.81,21.39,46.0,37.75,40.58,11.65,32.2,MODERATE
STU103205,0.0,14.38,23.91,26.25,19.4,0.91,14.35,LOW
STU103206,7.04,11.62,57.05,12.25,38.28,15.93,22.98,LOW
STU103207,23.27,31.54,61.27,50.5,73.98,36.34,43.4,MODERATE
STU103208,29.94,33.88,44.24,35.75,91.9,31.52,41.01,MODERATE
STU103209,33.39,38.46,44.7,43.25,87.48,45.59,45.03,MODERATE
STU103210,12.93,20.69,70.14,43.75,63.12,28.04,37.47,MODERATE
STU103211,0.0,13.41,61.73,17.75,45.08,14.6,24.33,LOW
STU103212,0.0,18.46,62.93,35.0,50.77,29.08,30.44,MODERATE
STU103213,16.53,26.41,48.24,54.25,60.25,8.33,34.55,MODERATE
STU103214,23.76,37.0,60.5,53.25,65.4,52.82,45.91,MODERATE
STU103215,26.83,34.93,56.79,13.0,71.47,48.16,39.37,MODERATE
STU103216,0.24,13.35,43.69,13.5,23.83,6.71,17.2,LOW
STU103217,29.53,30.0,53.29,30.25,64.18,36.89,38.71,MODERATE
STU103218,35.9,44.54,51.31,54.75,78.62,43.8,49.03,MODERATE
STU103219,25.4,31.43,45.94,40.25,73.4,32.91,38.79,MODERATE
STU103220,20.39,26.58,64.98,33.25,59.85,35.38,38.23,MODERATE
STU103221,41.52,45.73,46.64,65.75,84.15,48.67,52.21,MODERATE
STU103222,13.13,28.1,61.8,30.5,40.67,22.97,32.95,MODERATE
STU103223,22.39,22.75,36.1,21.0,46.75,13.78,26.59,LOW
STU103224,12.26,7.26,53.1,8.25,23.92,17.01,20.22,LOW
STU103225,30.08,50.27,36.81,43.25,89.1,38.55,45.2,MODERATE
STU103226,2.47,31.23,39.65,26.75,36.6,25.65,26.47,LOW
STU103227,21.65,18.12,63.01,10.5,63.95,22.69,31.7,MODERATE
STU103228,9.28,24.69,59.92,32.75,61.88,31.73,34.29,MODERATE
STU103229,47.12,31.88,65.22,31.5,74.08,42.27,46.8,MODERATE
STU103230,39.75,40.28,69.88,45.75,92.88,51.31,53.28,MODERATE
STU103231,20.18,24.08,62.36,39.75,72.58,38.5,39.6,MODERATE
STU103232,34.8,30.54,52.44,46.75,72.68,36.72,43.04,MODERATE
STU103233,40.95,35.5,67.49,51.5,66.15,55.39,50.44,MODERATE
STU103234,5.24,18.35,54.35,37.0,45.1,24.49,29.01,LOW
STU103235,31.65,36.61,54.87,43.25,56.47,37.8,42.37,MODERATE
STU103236,47.5,53.26,58.88,37.0,67.4,45.27,51.41,MODERATE
STU103237,27.94,43.05,71.32,29.0,62.48,44.08,45.62,MODERATE
STU103238,26.51,22.83,61.73,30.5,61.7,24.83,36.58,MODERATE
STU103239,19.64,34.8,57.3,32.5,52.77,22.37,36.48,MODERATE
STU103240,18.1,30.08,46.39,43.5,68.68,28.36,36.65,MODERATE
STU103241,8.73,9.18,51.42,25.5,40.88,12.36,23.47,LOW
STU103242,39.39,44.85,42.78,70.75,48.45,38.66,46.97,MODERATE
STU103243,28.72,42.29,72.38,28.75,71.4,36.99,45.94,MODERATE
STU103244,0.0,18.06,50.72,30.5,35.55,19.45,24.73,LOW
STU103245,46.36,51.19,45.7,73.75,94.02,48.03,56.48,MODERATE
STU103246,38.05,28.18,54.95,25.75,68.42,39.92,40.34,MODERATE
STU103247,16.8,20.25,60.76,18.75,38.05,37.11,30.9,MODERATE
STU103248,0.0,17.28,57.98,21.25,60.18,23.53,27.47,LOW
STU103249,19.56,26.45,43.08,26.25,54.68,27.85,31.33,MODERATE
STU103250,14.48,22.39,27.39,20.5,69.18,21.19,26.08,LOW
STU103251,19.09,35.9,64.3,49.75,58.8,38.85,42.88,MODERATE
STU103252,0.47,13.22,80.91,33.75,29.55,21.03,29.7,LOW
STU103253,53.59,46.86,49.31,46.0,90.1,41.27,52.33,MODERATE
STU103254,24.13,40.5,57.1,48.0,100.0,33.02,46.87,MODERATE
STU103255,16.15,29.94,57.81,22.5,50.55,27.08,33.42,MODERATE
STU103256,24.96,47.36,41.84,54.5,70.45,42.85,44.7,MODERATE
STU103257,17.09,16.35,49.96,41.25,31.35,30.78,29.9,LOW
STU103258,9.52,28.26,48.6,28.75,38.52,18.43,28.7,LOW
STU103259,1.3,14.13,64.21,23.5,27.9,24.17,25.37,LOW
STU103260,28.65,15.82,34.58,52.75,62.6,19.29,32.7,MODERATE
STU103261,26.83,34.07,58.5,37.0,75.05,40.81,42.72,MODERATE
STU103262,24.94,17.35,48.65,21.25,48.58,12.9,28.39,LOW
STU103263,17.45,41.42,36.86,49.0,70.55,35.39,39.16,MODERATE
STU103264,13.94,14.6,56.32,21.25,57.65,14.89,28.14,LOW
STU103265,21.64,29.55,47.59,33.25,78.57,20.82,36.16,MODERATE
STU103266,22.6,16.22,59.12,32.5,32.4,15.58,30.07,MODERATE
STU103267,40.65,35.0,0.0,58.5,88.78,28.87,37.42,MODERATE
STU103268,45.37,64.52,60.98,53.75,90.95,61.04,60.66,HIGH
STU103269,45.45,48.43,46.31,64.75,95.75,38.41,53.59,MODERATE
STU103270,0.0,17.38,71.0,9.0,19.22,23.69,24.19,LOW
STU103271,21.65,46.84,67.05,62.25,66.72,51.94,50.65,MODERATE
STU103272,13.98,23.32,43.06,35.25,50.75,22.87,29.89,LOW
STU103273,21.65,39.01,39.54,35.0,69.5,25.01,36.69,MODERATE
STU103274,6.37,31.6,53.92,51.0,62.55,28.87,36.75,MODERATE
STU103275,13.07,40.6,69.92,40.25,61.95,37.09,42.69,MODERATE
STU103276,0.0,11.13,63.15,0.0,30.88,7.08,19.21,LOW
STU103277,5.97,30.45,54.31,21.25,49.02,27.62,30.52,MODERATE
STU103278,14.98,28.97,60.49,39.25,58.92,21.49,36.26,MODERATE
STU103279,9.23,18.1,42.22,26.25,57.65,15.22,26.04,LOW
STU103280,50.74,43.47,46.99,47.0,72.32,44.93,49.19,MODERATE
STU103281,18.93,18.13,28.9,12.75,37.1,8.42,20.56,LOW
STU103282,0.0,13.85,69.1,35.0,40.58,34.92,30.08,MODERATE
STU103283,2.04,17.51,50.48,35.75,32.75,28.24,26.34,LOW
STU103284,22.24,26.66,52.6,37.0,47.1,25.19,34.41,MODERATE
STU103285,39.87,27.19,36.8,57.75,60.3,8.26,37.65,MODERATE
STU103286,27.36,44.09,57.29,56.25,73.2,54.25,49.14,MODERATE
STU103287,33.91,36.0,73.68,48.25,70.32,38.9,48.68,MODERATE
STU103288,27.42,42.9,68.49,37.0,83.42,60.08,49.81,MODERATE
STU103289,26.49,30.42,48.71,44.75,47.0,27.1,36.77,MODERATE
STU103290,28.66,29.12,83.04,37.25,49.38,37.65,43.91,MODERATE
STU103291,9.74,31.65,57.21,27.25,43.0,24.55,32.15,MODERATE
STU103292,0.72,27.28,58.74,37.25,48.22,11.53,30.27,MODERATE
STU103293,39.98,42.74,43.5,36.25,81.4,32.65,44.22,MODERATE
STU103294,43.07,42.52,64.0,48.25,83.3,43.94,52.01,MODERATE
STU103295,16.56,33.69,50.24,49.25,67.92,25.35,38.5,MODERATE
STU103296,41.38,44.36,51.76,33.0,83.25,36.88,46.68,MODERATE
STU103297,42.07,44.3,59.75,53.0,72.28,47.87,51.4,MODERATE
STU103298,0.0,22.13,38.6,14.75,72.03,12.72,23.94,LOW
STU103299,23.71,45.17,50.05,61.0,92.22,40.67,48.48,MODERATE
STU103300,4.51,1.17,47.08,6.75,31.3,0.0,14.75,LOW
STU103301,21.49,22.83,52.32,38.0,26.9,14.34,30.29,MODERATE
STU103302,9.27,13.39,43.69,28.75,47.65,12.71,24.29,LOW
STU103303,15.36,23.92,72.3,28.0,48.95,36.51,36.26,MODERATE
STU103304,28.73,29.78,57.35,34.25,63.67,21.45,38.31,MODERATE
STU103305,0.0,10.18,24.56,7.25,16.08,0.0,10.15,LOW
STU103306,33.5,49.42,52.89,62.0,88.9,35.39,51.36,MODERATE
STU103307,20.94,25.59,60.4,39.75,39.42,20.2,34.59,MODERATE
STU103308,33.37,34.93,47.72,47.5,84.55,33.35,43.87,MODERATE
STU103309,30.25,42.75,39.6,59.75,76.18,37.02,44.94,MODERATE
STU103310,33.97,38.08,71.25,37.25,73.12,51.39,48.6,MODERATE
STU103311,8.15,13.61,34.66,27.25,41.45,0.0,20.2,LOW
STU103312,10.77,16.91,52.95,34.75,52.47,23.3,29.76,LOW
STU103313,15.79,5.67,35.83,23.5,62.4,0.0,21.51,LOW
STU103314,0.0,6.23,42.56,16.0,33.52,6.51,16.47,LOW
STU103315,0.0,0.59,48.52,11.75,17.87,0.0,13.4,LOW
STU103316,0.05,7.46,38.36,16.5,39.07,2.94,16.22,LOW
STU103317,6.11,2.06,53.89,13.0,24.33,6.56,17.55,LOW
STU103318,27.58,24.92,65.95,19.0,71.3,33.05,38.22,MODERATE
STU103319,11.6,35.29,67.65,32.5,92.75,36.82,42.5,MODERATE
STU103320,7.38,32.58,54.79,30.0,81.45,27.17,35.94,MODERATE
STU103321,25.34,32.9,45.46,47.25,65.25,36.88,39.69,MODERATE
STU103322,27.65,29.59,41.66,29.25,73.62,34.18,36.43,MODERATE
STU103323,27.25,19.59,37.81,13.75,52.68,8.25,26.06,LOW
STU103324,20.07,32.9,52.52,35.75,75.9,19.13,37.61,MODERATE
STU103325,30.53,43.01,37.1,66.25,92.0,28.87,46.3,MODERATE
STU103326,40.12,18.94,50.18,37.0,65.15,13.9,36.25,MODERATE
STU103327,49.7,39.31,73.82,45.25,60.8,37.96,51.2,MODERATE
STU103328,27.98,31.18,50.29,50.0,68.4,38.4,41.63,MODERATE
STU103329,21.58,27.12,47.16,17.0,45.08,26.99,30.28,MODERATE
STU103330,30.28,32.94,76.15,46.25,66.8,39.57,47.1,MODERATE
STU103331,8.94,22.78,43.35,24.0,62.4,20.82,28.08,LOW
STU103332,25.98,30.01,45.29,44.75,78.05,18.75,38.15,MODERATE
STU103333,7.86,16.34,32.9,21.0,43.65,14.11,21.16,LOW
STU103334,26.74,27.26,55.31,22.75,56.38,23.54,34.63,MODERATE
STU103335,21.65,30.17,70.99,37.5,71.15,32.01,42.01,MODERATE
STU103336,25.5,24.26,66.56,37.5,70.08,30.38,40.15,MODERATE
STU103337,43.56,46.69,57.98,63.0,89.48,41.34,54.51,MODERATE
STU103338,32.88,21.24,43.39,22.75,59.23,18.75,31.77,MODERATE
STU103339,13.21,23.57,40.86,28.25,50.37,17.24,27.7,LOW
STU103340,3.69,19.47,57.8,26.75,61.35,13.39,28.65,LOW
STU103341,40.83,49.37,70.39,74.75,79.7,59.1,59.68,LOW
STU103342,43.06,50.1,60.99,57.5,82.32,53.63,55.56,MODERATE
STU103343,18.4,39.12,54.22,47.75,71.92,39.91,42.65,MODERATE
STU103344,0.0,16.78,61.12,36.25,50.37,10.89,27.98,LOW
STU103345,5.47,28.76,58.2,26.0,50.8,23.23,31.23,MODERATE
STU103346,13.24,34.79,49.76,51.75,57.58,30.76,37.89,MODERATE
STU103347,21.65,47.04,37.7,39.0,89.9,47.03,43.17,MODERATE
STU103348,39.47,37.16,58.49,33.75,80.62,35.22,45.53,MODERATE
STU103349,35.19,36.44,35.45,53.25,67.95,20.77,40.1,MODERATE
STU103350,6.19,15.71,34.67,13.75,63.1,19.15,22.39,LOW
STU103351,0.0,22.39,59.9,10.75,63.28,35.34,29.05,LOW
STU103352,42.99,54.94,37.99,55.5,86.35,35.56,50.45,MODERATE
STU103353,10.92,18.11,39.57,37.0,47.32,10.58,25.97,LOW
STU103354,20.53,14.04,57.92,48.25,63.75,12.21,34.03,MODERATE
STU103355,37.33,39.79,69.38,49.0,80.42,44.06,51.09,MODERATE
STU103356,24.3,37.47,52.74,47.0,88.88,32.38,43.95,MODERATE
STU103357,14.86,22.1,42.66,29.75,49.68,18.61,28.32,LOW
STU103358,3.78,35.11,65.69,40.5,42.05,25.73,35.52,MODERATE
STU103359,38.73,45.17,60.95,65.75,99.52,41.64,55.21,MODERATE
STU103360,23.86,32.19,53.27,40.75,54.97,32.83,38.37,MODERATE
STU103361,19.12,27.95,43.64,41.0,55.55,19.27,33.17,MODERATE
STU103362,4.57,15.44,50.9,22.75,37.47,17.66,23.88,LOW
STU103363,37.0,46.04,48.46,52.25,75.6,37.89,47.79,MODERATE
STU103364,27.43,37.11,54.31,44.5,74.48,44.34,44.18,MODERATE
STU103365,43.8,35.29,37.39,39.25,76.05,28.87,41.44,MODERATE
STU103366,20.19,28.0,75.99,43.25,71.8,39.04,43.81,MODERATE
STU103367,21.89,21.83,81.44,26.75,47.3,42.06,39.07,MODERATE
STU103368,24.03,21.09,65.94,31.25,74.42,31.53,38.55,MODERATE
STU103369,38.56,42.2,45.31,38.5,79.6,36.77,44.74,MODERATE
STU103370,8.28,21.95,63.22,30.5,57.35,22.7,32.37,MODERATE
STU103371,21.37,32.76,55.54,46.25,74.22,28.99,40.83,MODERATE
STU103372,27.99,27.44,64.29,43.5,56.35,34.61,40.94,MODERATE
STU103373,0.0,14.1,50.06,10.75,41.52,25.12,21.81,LOW
STU103374,50.77,41.92,47.99,54.75,75.3,40.27,50.0,MODERATE
STU103375,27.72,31.71,38.74,33.5,41.88,31.92,33.62,MODERATE
STU103376,35.45,39.84,73.28,39.5,83.52,43.31,50.31,MODERATE
STU103377,7.95,28.28,61.3,42.0,85.6,37.27,39.51,MODERATE
STU103378,0.0,17.62,58.6,19.0,48.55,21.49,25.98,LOW
STU103379,18.29,26.02,38.17,30.25,62.97,21.2,30.75,MODERATE
STU103380,30.69,34.75,75.98,35.0,59.23,41.12,45.31,MODERATE
STU103381,0.0,13.72,61.86,24.75,67.5,32.02,29.47,LOW
STU103382,20.76,21.56,57.51,37.0,53.48,24.34,34.38,MODERATE
STU103383,8.58,24.1,37.09,37.0,55.48,27.9,29.05,LOW
STU103384,14.4,18.53,50.79,33.75,41.72,14.97,28.4,LOW
STU103385,40.58,56.82,70.58,80.75,100.0,61.29,64.68,HIGH
STU103386,27.8,26.56,82.04,39.25,52.8,39.22,43.7,MODERATE
STU103387,27.61,36.43,69.11,57.5,97.55,38.82,50.71,MODERATE
STU103388,32.64,46.92,58.14,44.0,74.72,37.87,47.74,MODERATE
STU103389,0.0,18.66,40.69,18.5,62.4,14.26,23.24,LOW
STU103390,13.54,34.59,68.85,40.75,74.22,42.48,42.91,MODERATE
STU103391,15.33,14.46,23.72,16.25,0.1,0.0,13.87,LOW
STU103392,39.42,41.44,78.04,54.5,95.48,48.92,56.47,MODERATE
STU103393,42.16,37.18,43.62,53.25,83.42,27.34,45.51,MODERATE
STU103394,9.29,33.16,43.12,21.25,65.35,36.72,32.17,MODERATE
STU103395,20.57,35.63,59.86,45.75,71.45,24.7,41.47,MODERATE
STU103396,22.08,24.38,50.68,37.0,59.78,21.43,34.32,MODERATE
STU103397,27.52,34.0,37.88,50.25,73.38,32.99,39.75,MODERATE
STU103398,22.08,35.79,48.02,33.0,44.92,45.31,36.94,MODERATE
STU103399,35.84,37.74,51.14,46.25,52.62,31.67,42.2,MODERATE
STU103400,17.18,39.95,61.21,43.25,71.65,43.91,43.71,MODERATE
STU103401,20.84,21.63,45.78,39.5,42.68,26.6,31.58,MODERATE
STU103402,0.0,8.19,46.49,28.0,44.28,5.43,20.52,LOW
STU103403,34.97,33.16,64.09,44.25,80.9,33.15,46.14,MODERATE
STU103404,31.26,29.9,58.54,29.25,77.38,35.01,41.06,MODERATE
STU103405,34.28,27.62,56.59,49.75,86.02,22.19,43.36,MODERATE
STU103406,6.75,6.39,56.72,38.5,28.7,12.76,24.21,LOW
STU103407,2.71,15.07,54.06,25.75,63.1,6.5,25.94,LOW
STU103408,38.02,52.64,70.08,71.0,74.88,51.32,58.05,MODERATE
STU103409,49.15,52.96,61.11,54.75,89.88,39.86,56.48,MODERATE
STU103410,35.81,44.19,51.39,51.5,80.0,39.02,48.11,MODERATE
STU103411,12.16,27.9,56.61,37.0,65.33,23.56,35.17,MODERATE
STU103412,31.71,29.83,75.95,27.5,41.1,36.82,40.91,MODERATE
STU103413,15.64,21.54,37.58,25.75,54.65,21.54,27.51,LOW
STU103414,28.95,38.21,52.09,50.5,71.43,28.13,43.29,MODERATE
STU103415,6.6,17.48,51.14,29.75,30.88,13.57,24.83,LOW
STU103416,6.26,19.5,48.29,43.5,43.6,36.64,30.33,MODERATE
STU103417,26.42,29.69,48.82,13.75,73.7,19.18,33.82,MODERATE
STU103418,0.46,18.89,43.41,30.75,45.25,14.46,24.08,LOW
STU103419,24.19,40.27,49.09,48.0,100.0,41.86,46.11,MODERATE
STU103420,18.19,27.11,45.29,43.25,64.2,16.27,34.01,MODERATE
STU103421,21.02,24.54,57.1,45.25,56.5,28.31,37.03,MODERATE
STU103422,5.52,24.44,48.65,29.75,47.87,16.62,27.86,LOW
STU103423,51.45,50.68,50.56,61.75,100.0,39.89,56.32,MODERATE
STU103424,12.96,38.63,60.1,33.75,75.65,34.12,40.31,MODERATE
STU103425,23.22,18.57,71.41,25.25,53.4,24.95,35.19,MODERATE
STU103426,0.0,25.4,50.21,36.75,39.7,28.87,28.76,LOW
STU103427,13.5,20.61,47.22,35.25,43.55,39.0,30.84,MODERATE
STU103428,7.57,31.18,42.1,38.5,58.05,27.98,32.11,MODERATE
STU103429,35.21,34.1,43.55,58.25,51.28,42.16,42.36,MODERATE
STU103430,15.61,26.8,45.55,31.5,50.75,35.64,32.3,MODERATE
STU103431,33.05,42.19,43.92,40.0,63.28,37.56,42.03,MODERATE
STU103432,31.77,23.01,37.88,45.75,50.32,6.33,32.21,MODERATE
STU103433,2.82,17.95,71.39,38.5,51.78,31.27,33.41,MODERATE
STU103434,32.36,33.86,55.02,38.25,74.85,25.11,41.67,MODERATE
STU103435,23.54,28.57,69.23,38.5,59.0,42.34,41.61,MODERATE
STU103436,17.28,18.72,59.64,27.25,34.18,16.52,29.22,LOW
STU103437,4.34,20.82,48.85,31.75,28.15,15.39,24.96,LOW
STU103438,0.0,19.89,56.51,20.0,59.23,26.45,27.84,LOW
STU103439,0.0,6.33,52.8,13.25,62.4,10.97,21.47,LOW
STU103440,19.86,20.46,73.73,33.0,56.55,30.36,37.47,MODERATE
STU103441,16.74,39.43,48.04,59.75,69.18,29.16,41.61,MODERATE
STU103442,22.22,29.17,57.75,31.5,33.58,21.16,33.49,MODERATE
STU103443,22.41,24.43,31.75,30.75,62.4,17.18,29.51,LOW
STU103444,20.23,25.87,46.15,31.5,56.72,24.28,32.57,MODERATE
STU103445,9.36,11.33,60.75,2.0,48.1,27.66,24.73,LOW
STU103446,42.94,53.47,54.54,57.25,87.3,56.34,55.82,MODERATE
STU103447,10.54,22.01,44.46,20.0,35.9,25.85,25.68,LOW
STU103448,0.0,12.58,56.15,10.0,43.32,17.92,22.0,LOW
STU103449,36.06,24.94,59.63,12.0,35.85,28.67,33.63,MODERATE
STU103450,13.07,24.04,52.05,28.0,62.95,27.27,32.26,MODERATE
STU103451,33.62,29.44,65.27,60.0,59.9,32.98,45.43,MODERATE
STU103452,27.28,30.88,58.22,33.75,62.07,45.93,40.68,MODERATE
STU103453,18.79,14.52,43.92,36.5,36.48,14.58,26.75,LOW
STU103454,6.85,20.25,38.46,46.5,63.05,20.05,29.41,LOW
STU103455,9.31,17.53,47.08,13.75,44.52,25.04,24.68,LOW
STU103456,15.8,28.4,57.82,16.75,22.82,27.45,29.36,LOW
STU103457,21.65,19.81,42.95,34.25,67.05,24.79,32.19,MODERATE
STU103458,6.3,24.81,45.28,35.5,61.95,24.35,30.47,MODERATE
STU103459,19.93,40.86,45.9,49.0,51.82,35.25,39.44,MODERATE
STU103460,12.24,21.3,60.54,34.75,51.7,22.01,32.46,MODERATE
STU103461,12.48,12.91,43.76,15.5,33.2,7.67,20.89,LOW
STU103462,27.94,37.28,60.84,44.0,67.05,28.75,43.26,MODERATE
STU103463,0.0,16.54,42.2,22.25,19.32,18.95,19.74,LOW
STU103464,36.55,41.63,69.23,61.25,96.43,53.18,55.71,MODERATE
STU103465,29.23,30.34,42.34,30.75,47.47,17.02,32.96,MODERATE
STU103466,36.91,29.78,46.88,35.0,90.57,30.33,41.54,MODERATE
STU103467,4.72,16.11,33.01,21.25,61.4,3.51,21.25,LOW
STU103468,14.58,15.05,60.38,17.25,51.48,17.01,28.19,LOW
STU103469,23.47,29.96,50.71,33.25,65.58,27.07,36.58,MODERATE
