student_id,age,gender,attendance_rate,study_hours_per_week,assignment_score,quiz_score,midterm_score,continuous_assessment,previous_gpa,final_exam_score,assessment_average,performance_trend,attendance_risk,study_efficiency,academic_performance_index,previous_performance_category,assessment_performance_category
STU102534,28,Male,87.49,23.68,72.59,72.79,67.79,60.95,2.41,60.9,68.53,-8.32,12.51,2.89,72.56,Medium,Medium
STU102535,30,Female,56.52,0.0,0.0,40.12,43.41,72.86,1.91,53.9,39.1,38.08,43.48,39.1,46.06,Low,Low
STU102536,22,Female,71.57,15.35,53.95,51.84,43.18,66.77,1.73,47.26,53.94,2.08,28.43,3.51,57.09,Low,Medium
STU102537,24,Female,74.61,15.6,71.4,68.04,78.03,69.19,2.07,62.03,71.66,3.89,25.39,4.59,68.56,Medium,High
STU102538,24,Male,72.99,17.29,100.0,68.15,77.01,77.01,3.19,81.12,80.54,-7.06,27.01,4.66,78.12,High,High
STU102539,24,Male,78.35,17.76,67.95,58.19,71.13,71.98,2.57,63.61,67.31,8.49,21.65,3.79,70.01,Medium,Medium
STU102540,21,Female,74.45,7.32,74.51,77.5,67.38,62.52,2.64,62.58,70.48,-11.05,25.55,9.63,70.78,Medium,High
STU102541,30,Male,75.93,13.24,57.84,53.23,58.85,58.78,1.29,40.54,57.18,3.28,24.07,4.32,57.82,Low,Medium
STU102542,30,Female,64.99,17.39,67.59,70.89,45.27,75.27,2.36,42.66,64.76,-8.97,35.01,3.72,63.68,Medium,Medium
STU102543,22,Female,61.11,10.13,55.19,63.99,53.75,68.14,1.84,63.05,60.27,1.35,38.89,5.95,57.67,Low,Medium
STU102544,28,Female,80.34,15.87,63.14,79.81,72.88,65.91,2.48,69.7,70.44,-2.08,19.66,4.44,71.72,Medium,High
STU102545,23,Male,59.72,15.52,62.12,60.39,55.97,56.51,2.07,0.0,58.75,-5.02,40.28,3.79,57.64,Medium,Medium
STU102546,28,Female,81.73,22.46,83.67,74.81,71.85,69.43,2.98,71.1,74.94,-8.6,18.27,3.34,76.89,Medium,High
STU102547,25,Male,60.96,7.69,82.56,50.78,60.5,80.62,2.22,62.42,68.62,3.89,39.04,8.92,63.7,Medium,Medium
STU102548,24,Male,84.99,21.01,76.18,83.25,84.34,82.09,2.69,90.42,81.46,3.5,15.01,3.88,79.68,Medium,High
STU102549,19,Male,93.87,17.63,82.51,92.22,92.95,79.56,2.52,84.78,86.81,-1.11,6.13,4.92,84.17,Medium,High
STU102550,26,Female,85.87,13.31,74.96,98.31,75.31,76.12,2.35,82.29,81.18,-10.92,14.13,6.1,78.1,Medium,High
STU102551,22,Female,87.8,22.36,71.48,88.82,86.72,86.73,3.29,80.12,83.44,6.57,12.2,3.73,84.51,High,High
STU102552,20,Male,44.75,0.0,55.97,40.21,46.09,45.01,1.29,39.59,46.82,-2.54,55.25,46.82,43.28,Low,Low
STU102553,20,Male,74.6,12.27,65.46,59.4,69.06,66.03,2.65,59.98,64.99,5.12,25.4,5.3,68.12,Medium,Medium
STU102554,30,Female,93.16,24.99,70.47,61.73,81.49,88.83,3.34,84.73,75.63,19.06,6.84,3.03,82.46,High,High
STU102555,19,Female,73.61,27.6,87.21,67.64,68.24,65.5,3.06,62.61,72.15,-10.55,26.39,2.61,73.46,High,High
STU102556,28,Male,97.76,29.28,85.8,78.13,100.0,95.01,3.54,100.0,89.74,15.54,2.24,3.06,91.9,High,High
STU102557,29,Male,100.0,17.88,92.34,94.95,100.0,100.0,3.2,81.58,96.82,6.35,0.0,5.41,94.41,High,High
STU102558,18,Female,80.97,10.23,78.25,82.83,71.83,59.16,2.6,66.37,73.02,-15.04,19.03,7.14,73.8,Medium,High
STU102559,25,Female,59.29,22.12,71.26,89.69,68.82,76.62,2.6,62.9,76.6,-7.75,40.71,3.46,69.09,Medium,High
STU102560,25,Female,61.38,6.08,53.02,89.97,57.86,50.08,1.28,50.75,62.73,-17.53,38.62,10.32,56.18,Low,Medium
STU102561,22,Male,66.64,4.56,79.49,66.94,62.51,53.53,2.7,53.04,65.62,-15.2,33.36,14.39,66.3,Medium,Medium
STU102562,26,Male,77.58,7.53,61.23,59.55,63.94,63.27,2.12,62.02,62.0,3.22,22.42,8.23,64.87,Medium,Medium
STU102563,23,Male,91.67,15.41,44.14,59.74,72.8,70.04,2.17,69.08,61.68,19.48,8.33,4.0,69.19,Medium,Medium
STU102564,23,Male,78.35,10.05,70.25,52.77,46.09,66.73,2.01,53.73,58.96,-5.1,21.65,5.87,63.04,Medium,Medium
STU102565,23,Female,73.24,20.65,83.39,97.89,66.75,74.01,2.69,76.28,80.51,-20.26,26.76,3.9,75.68,Medium,High
STU102566,28,Male,97.08,25.01,78.62,61.37,98.11,78.76,2.89,83.65,79.22,18.44,2.92,3.17,83.18,Medium,High
STU102567,26,Female,89.28,15.09,81.42,96.61,81.21,79.2,3.02,76.43,84.61,-8.81,10.72,5.61,84.19,High,High
STU102568,22,Female,80.18,4.13,78.34,56.97,76.94,51.3,2.55,63.85,65.89,-3.53,19.82,15.95,69.75,Medium,Medium
STU102569,30,Female,100.0,16.91,95.15,70.31,81.58,89.03,2.29,69.62,84.02,2.58,0.0,4.97,83.46,Medium,High
STU102570,28,Female,93.29,17.69,81.21,48.25,76.35,71.18,2.22,77.02,69.25,9.04,6.71,3.91,73.71,Medium,Medium
STU102571,30,Female,81.81,8.84,78.98,80.05,65.8,80.5,2.79,60.26,76.33,-6.36,18.19,8.63,76.66,Medium,High
STU102572,27,Male,76.76,19.3,77.48,76.85,80.75,61.27,2.7,79.47,74.09,-6.15,23.24,3.84,73.57,Medium,High
STU102573,23,Male,87.47,8.8,72.23,56.88,74.73,73.86,2.5,63.2,69.43,9.74,12.53,7.89,73.46,Medium,Medium
STU102574,28,Male,83.03,10.65,68.7,88.23,64.93,61.58,2.59,50.86,70.86,-15.21,16.97,6.65,73.29,Medium,High
STU102575,22,Female,80.11,15.84,71.09,80.73,76.35,84.58,2.52,58.52,78.19,4.56,19.89,4.94,75.73,Medium,High
STU102576,21,Female,67.31,14.43,74.69,56.54,69.89,67.54,1.71,68.73,67.17,3.1,32.69,4.65,62.33,Low,Medium
STU102577,23,Male,51.63,17.8,73.98,40.65,58.47,59.69,2.06,64.94,58.2,1.77,48.37,3.27,54.89,Medium,Medium
STU102578,30,Male,91.84,8.78,76.96,71.24,79.13,70.2,2.2,66.47,74.38,0.56,8.16,8.47,75.74,Medium,High
STU102579,25,Male,88.55,24.69,73.58,85.43,86.88,72.75,2.66,71.38,79.66,0.31,11.45,3.23,79.69,Medium,High
STU102580,22,Male,55.28,14.05,72.23,57.11,63.39,67.55,1.98,51.69,65.07,0.8,44.72,4.63,59.02,Low,Medium
STU102581,24,Female,72.43,5.1,61.56,68.13,58.05,45.1,2.2,51.07,58.21,-13.27,27.57,11.41,61.83,Medium,Medium
STU102582,21,Male,90.58,25.91,90.59,75.49,79.01,80.87,3.28,87.06,81.49,-3.1,9.42,3.15,84.32,High,High
STU102583,26,Female,98.37,28.01,72.0,80.99,86.75,79.06,2.82,79.44,79.7,6.41,1.63,2.85,83.46,Medium,High
STU102584,22,Female,54.76,0.0,51.08,40.23,34.65,59.75,1.89,66.47,46.43,1.55,45.24,46.43,49.09,Low,Low
STU102585,25,Male,83.22,20.88,95.33,86.46,91.38,79.87,2.84,76.74,88.26,-5.27,16.78,4.23,83.3,Medium,High
STU102586,22,Male,75.7,11.02,72.23,75.82,81.26,59.54,2.38,69.41,72.21,-3.62,24.3,6.55,70.72,Medium,High
STU102587,30,Female,73.09,19.27,73.56,88.41,61.97,72.29,2.38,69.61,74.06,-13.86,26.91,3.84,70.86,Medium,High
STU102588,30,Female,81.88,29.13,87.35,84.89,95.83,87.93,3.33,92.62,89.0,5.76,18.12,3.06,85.71,High,High
STU102589,22,Male,100.0,25.28,100.0,73.04,88.64,88.82,3.55,82.14,87.62,2.21,0.0,3.47,91.56,High,High
STU102590,18,Male,93.17,19.56,91.08,87.62,74.6,81.82,3.46,76.32,83.78,-11.14,6.83,4.28,87.14,High,High
STU102591,22,Female,92.87,18.67,89.9,69.92,69.77,74.07,2.65,77.68,75.91,-7.99,7.13,4.07,79.07,Medium,High
STU102592,24,Female,58.34,5.57,65.33,51.27,52.16,55.4,0.78,46.55,56.04,-4.52,41.66,10.06,49.42,Low,Medium
STU102593,19,Female,45.98,0.0,59.09,48.12,39.85,45.05,1.34,25.68,48.03,-11.16,54.02,48.03,44.51,Low,Low
STU102594,24,Female,93.65,22.85,72.51,85.58,91.03,73.04,3.49,78.67,80.54,2.99,6.35,3.52,85.82,High,High
STU102595,20,Female,87.43,27.98,76.9,80.96,82.47,85.0,3.06,58.59,81.33,4.8,12.57,2.91,82.19,High,High
STU102596,24,Male,65.74,15.48,78.83,66.7,62.03,65.63,1.42,59.3,68.3,-8.94,34.26,4.41,60.97,Low,Medium
STU102597,27,Female,78.96,7.6,65.11,70.97,86.62,68.78,2.52,81.65,72.87,9.66,21.04,9.59,72.72,Medium,High
STU102598,30,Male,70.31,14.69,61.45,69.59,60.27,49.14,2.4,68.75,60.11,-10.82,29.69,4.09,63.15,Medium,Medium
STU102599,23,Female,67.08,19.16,45.33,72.31,56.84,73.46,1.95,59.26,61.98,6.33,32.92,3.23,60.86,Low,Medium
STU102600,29,Female,79.68,34.1,92.63,60.1,78.22,69.72,2.95,69.75,75.17,-2.39,20.32,2.2,76.24,Medium,High
STU102601,20,Female,88.12,18.7,64.3,68.66,82.73,61.49,2.31,69.41,69.3,5.63,11.88,3.71,72.64,Medium,Medium
STU102602,28,Female,72.3,18.54,62.31,65.94,65.04,59.27,2.57,64.33,63.14,-1.97,27.7,3.41,66.11,Medium,Medium
STU102603,24,Female,100.0,25.98,100.0,97.2,100.0,94.17,3.85,100.0,97.84,-1.51,0.0,3.77,98.17,High,High
STU102604,27,Female,64.67,0.78,37.37,45.16,44.09,55.24,1.37,46.84,45.46,8.4,35.33,45.46,48.98,Low,Low
STU102605,27,Female,93.31,23.22,90.04,69.83,72.63,85.6,2.77,64.39,79.53,-0.82,6.69,3.43,81.61,Medium,High
STU102606,24,Female,63.53,0.0,53.62,63.24,65.3,69.01,1.72,63.75,62.79,8.73,36.47,62.79,59.05,Low,Medium
STU102607,21,Male,73.33,14.83,69.04,72.82,52.12,53.72,2.93,40.81,61.92,-18.01,26.67,4.18,67.61,Medium,Medium
STU102608,24,Male,70.92,15.04,66.55,72.01,52.71,56.38,2.89,57.54,61.91,-14.74,29.08,4.12,66.68,Medium,Medium
STU102609,28,Female,83.79,23.63,72.23,69.47,73.97,89.31,2.88,87.92,76.24,10.79,16.21,3.23,77.66,Medium,High
STU102610,24,Female,77.6,16.96,62.59,75.75,61.5,66.82,2.4,51.59,66.66,-5.01,22.4,3.93,68.61,Medium,Medium
STU102611,30,Female,67.06,12.55,60.71,73.66,61.32,57.9,2.67,60.12,63.4,-7.58,32.94,5.05,65.17,Medium,Medium
STU102612,24,Female,77.18,11.28,58.06,77.98,62.75,73.38,2.3,63.94,68.04,0.04,22.82,6.03,68.67,Medium,Medium
STU102613,25,Male,76.78,19.29,75.14,50.36,55.78,70.38,2.23,60.61,62.92,0.33,23.22,3.26,65.64,Medium,Medium
STU102614,19,Male,82.03,24.96,69.81,100.0,72.24,81.29,3.33,80.71,80.84,-8.14,17.97,3.24,81.68,High,High
STU102615,26,Female,70.86,20.92,57.84,75.3,85.54,66.86,2.47,67.45,71.39,9.63,29.14,3.41,69.3,Medium,High
STU102616,30,Male,79.91,17.75,57.84,100.0,82.08,56.01,3.29,76.53,73.98,-9.88,20.09,4.17,77.41,High,High
STU102617,18,Female,65.78,11.66,75.02,92.82,66.31,74.77,2.94,62.83,77.23,-13.38,34.22,6.62,73.05,Medium,High
STU102618,26,Female,86.36,19.24,54.64,75.53,75.51,68.12,2.49,71.03,68.45,6.73,13.64,3.56,72.58,Medium,Medium
STU102619,30,Female,92.79,20.52,82.43,85.24,57.05,75.48,2.93,51.89,75.05,-17.57,7.21,3.66,80.01,Medium,High
STU102620,29,Male,84.43,21.52,100.0,84.66,84.36,67.31,3.09,85.84,84.08,-16.49,15.57,3.91,82.82,High,High
STU102621,23,Female,78.35,26.57,88.13,98.74,94.45,87.5,3.12,89.73,92.2,-2.46,21.65,3.47,85.21,High,High
STU102622,19,Male,73.01,18.28,78.64,76.61,67.35,69.76,2.41,69.78,73.09,-9.07,26.99,4.0,70.5,Medium,High
STU102623,30,Male,100.0,30.87,81.3,68.17,90.62,86.55,3.36,94.54,81.66,13.85,0.0,2.65,87.63,High,High
STU102624,29,Male,87.7,5.9,67.69,65.21,57.19,75.0,1.93,58.02,66.27,-0.35,12.3,11.23,69.1,Low,Medium
STU102625,25,Male,63.64,14.13,67.86,76.59,69.28,62.67,2.28,62.52,69.1,-6.25,36.36,4.89,65.04,Medium,Medium
STU102626,30,Female,100.0,32.86,87.3,83.24,70.38,100.0,2.98,66.24,85.23,-0.08,0.0,2.59,87.52,Medium,High
STU102627,18,Female,86.15,24.55,95.61,69.69,87.94,78.69,2.44,80.97,82.98,0.66,13.85,3.38,79.54,Medium,High
STU102628,26,Male,84.65,12.27,65.29,66.48,65.12,74.91,2.59,76.92,67.95,4.13,15.35,5.54,72.32,Medium,Medium
STU102629,18,Female,50.77,12.72,54.07,66.76,57.92,71.13,1.9,53.79,62.47,4.11,49.23,4.91,55.97,Low,Medium
STU102630,30,Female,77.36,13.54,69.25,80.48,65.33,74.18,2.85,66.47,72.31,-5.11,22.64,5.34,73.61,Medium,High
STU102631,26,Female,66.52,18.22,73.7,51.28,71.07,55.94,2.07,68.33,63.0,1.01,33.48,3.46,61.81,Medium,Medium
STU102632,29,Female,100.0,29.45,86.72,77.71,92.26,94.66,3.22,79.25,87.84,11.25,0.0,2.98,90.02,High,High
STU102633,25,Female,87.61,15.23,82.12,77.9,87.21,100.0,2.56,78.52,86.81,13.59,12.39,5.7,82.49,Medium,High
STU102634,19,Male,68.99,11.6,68.77,54.48,53.74,53.38,2.13,49.2,57.59,-8.06,31.01,4.96,60.14,Medium,Medium
STU102635,18,Male,64.61,15.04,80.69,52.49,61.41,39.37,1.99,60.79,58.49,-16.2,35.39,3.89,58.58,Low,Medium
STU102636,22,Male,81.16,12.67,72.52,58.75,74.92,57.72,2.37,67.79,65.98,0.69,18.84,5.21,69.19,Medium,Medium
STU102637,27,Female,69.89,13.24,58.43,71.38,77.86,67.95,2.24,63.51,68.9,8.0,30.11,5.2,66.62,Medium,Medium
STU102638,19,Female,82.91,16.82,50.7,59.82,41.02,70.23,3.15,51.62,55.44,0.36,17.09,3.3,68.34,High,Medium
STU102639,29,Male,96.4,23.78,84.88,100.0,83.9,78.72,3.22,66.47,86.88,-11.13,3.6,3.65,88.46,High,High
STU102640,21,Male,73.51,5.59,55.78,51.76,41.94,70.79,1.67,49.89,55.07,2.6,26.49,9.85,57.94,Low,Medium
STU102641,24,Female,97.36,26.45,90.96,80.49,92.54,90.25,3.27,89.65,88.56,5.67,2.64,3.35,89.84,High,High
STU102642,20,Male,72.34,8.07,53.42,59.96,51.53,69.3,2.22,52.2,58.55,3.73,27.66,7.26,62.08,Medium,Medium
STU102643,24,Female,63.79,7.02,53.05,55.28,57.33,53.2,1.44,59.01,54.72,1.1,36.21,7.79,53.7,Low,Medium
STU102644,24,Female,88.74,23.88,84.44,98.95,87.66,80.09,3.55,96.81,87.78,-7.82,11.26,3.68,88.26,High,High
STU102645,18,Male,92.16,28.44,84.57,74.35,77.36,85.68,3.47,91.84,80.49,2.06,7.84,2.83,85.24,High,High
STU102646,25,Male,94.17,9.11,64.23,69.33,71.72,70.81,2.73,78.63,69.02,4.48,5.83,7.58,76.41,Medium,Medium
STU102647,28,Male,79.44,8.61,69.27,77.46,62.61,91.51,2.39,83.54,75.21,3.7,20.56,8.74,73.39,Medium,High
STU102648,30,Male,79.94,27.27,81.06,59.22,65.88,79.15,3.03,67.27,71.33,2.38,20.06,2.62,74.8,High,High
STU102649,22,Female,83.25,11.73,73.36,73.71,66.32,71.13,2.68,63.73,71.13,-4.81,16.75,6.06,73.94,Medium,High
STU102650,29,Female,58.12,12.72,58.79,58.02,50.64,58.79,1.64,40.95,56.56,-3.69,41.88,4.45,53.92,Low,Medium
STU102651,29,Male,49.34,3.15,46.18,40.86,39.92,40.56,1.2,36.8,41.88,-3.28,50.66,13.3,41.74,Low,Low
STU102652,30,Female,64.27,6.02,55.18,47.57,59.92,60.04,2.24,47.61,55.68,8.61,35.73,9.25,58.32,Medium,Medium
STU102653,22,Male,100.0,25.23,100.0,89.66,84.5,84.89,3.17,92.97,89.76,-10.14,0.0,3.56,90.73,High,High
STU102654,29,Male,99.77,24.72,100.0,70.31,93.55,91.18,3.53,91.71,88.76,7.21,0.23,3.59,91.96,High,High
STU102655,25,Female,90.47,15.21,80.69,70.53,66.28,54.72,2.88,63.2,68.06,-15.11,9.53,4.47,75.57,Medium,Medium
STU102656,18,Female,66.87,5.42,46.24,66.58,56.71,45.53,2.36,46.03,53.76,-5.29,33.13,9.92,58.74,Medium,Medium
STU102657,21,Female,79.56,15.79,68.86,70.9,56.42,67.02,2.67,51.26,65.8,-8.16,20.44,4.17,70.12,Medium,Medium
STU102658,26,Male,91.5,17.45,82.97,87.83,78.37,67.79,2.8,71.2,79.24,-12.32,8.5,4.54,81.07,Medium,High
STU102659,20,Female,74.08,24.11,71.36,69.74,81.48,79.72,2.61,86.65,75.57,10.05,25.92,3.13,73.06,Medium,High
STU102660,23,Male,61.21,0.0,72.23,34.46,45.0,40.1,1.06,47.49,47.95,-10.8,38.79,47.95,47.64,Low,Low
STU102661,28,Female,100.0,29.07,91.75,100.0,100.0,100.0,3.54,100.0,97.94,4.12,0.0,3.37,96.67,High,High
STU102662,19,Female,100.0,19.07,80.41,100.0,92.8,76.85,3.15,70.4,87.51,-5.38,0.0,4.59,89.5,High,High
STU102663,24,Female,87.28,15.65,62.75,65.11,70.76,88.86,2.64,72.06,71.87,15.88,12.72,4.59,75.32,Medium,High
STU102664,20,Male,65.17,1.83,42.92,83.15,55.02,60.97,2.12,52.68,60.52,-5.04,34.83,33.07,60.41,Medium,Medium
STU102665,24,Male,86.41,26.91,92.54,80.78,79.68,84.65,2.69,74.25,84.41,-4.49,13.59,3.14,81.58,Medium,High
STU102666,21,Female,83.07,18.07,80.82,67.49,68.48,70.2,2.77,70.23,71.75,-4.81,16.93,3.97,74.65,Medium,High
STU102667,30,Male,84.08,17.72,61.02,90.66,59.48,68.12,3.02,56.91,69.82,-12.04,15.92,3.94,75.23,High,Medium
STU102668,18,Female,75.52,18.85,84.43,76.92,80.66,71.13,3.04,73.77,78.28,-4.78,24.48,4.15,77.0,High,High
STU102669,30,Female,75.77,10.99,71.92,65.72,64.12,69.74,2.43,58.74,67.88,-1.89,24.23,6.18,68.82,Medium,Medium
STU102670,28,Female,80.31,12.0,86.43,83.01,79.83,81.52,3.42,74.85,82.7,-4.05,19.69,6.89,82.54,High,High
STU102671,29,Male,77.51,15.86,85.88,90.47,95.48,87.4,3.81,65.06,89.81,3.27,22.49,5.66,87.21,High,High
STU102672,29,Female,73.76,9.53,68.31,67.82,82.53,92.81,2.5,76.15,77.87,19.61,26.24,8.17,73.56,Medium,High
STU102673,20,Male,82.52,18.49,81.04,82.33,62.09,80.47,2.56,68.8,76.48,-10.4,17.48,4.14,75.8,Medium,High
STU102674,30,Male,95.6,22.54,72.23,83.4,79.53,85.6,3.44,76.42,80.19,4.75,4.4,3.56,85.98,High,High
STU102675,25,Female,52.72,0.0,64.96,42.05,54.09,71.13,1.38,55.41,58.06,9.11,47.28,58.06,51.75,Low,Medium
STU102676,30,Male,69.06,7.13,72.76,53.91,62.47,56.45,2.4,53.37,61.4,-3.88,30.94,8.61,63.42,Medium,Medium
STU102677,29,Female,73.14,18.42,90.97,58.57,81.68,67.54,2.55,63.95,74.69,-0.16,26.86,4.05,72.04,Medium,High
STU102678,25,Female,79.7,17.09,73.33,62.9,55.75,71.13,2.27,65.89,65.78,-4.67,20.3,3.85,68.15,Medium,Medium
STU102679,22,Female,72.42,6.2,60.76,66.33,50.5,77.31,2.1,51.66,63.72,0.36,27.58,10.28,64.09,Medium,Medium
STU102680,19,Female,100.0,33.53,87.06,96.17,74.86,87.76,2.87,79.39,86.46,-10.31,0.0,2.58,87.58,Medium,High
STU102681,19,Female,62.67,9.31,60.78,76.76,77.92,66.65,1.73,66.47,70.53,3.51,37.33,7.58,62.72,Low,High
STU102682,23,Male,58.63,0.0,64.1,45.35,47.27,41.41,2.11,44.71,49.53,-10.38,41.37,49.53,52.9,Medium,Low
STU102683,28,Female,77.69,21.25,60.16,63.51,71.47,59.79,2.62,64.24,63.73,3.8,22.31,3.0,68.27,Medium,Medium
STU102684,24,Male,77.59,10.14,92.58,64.06,65.35,73.43,2.76,62.86,73.85,-8.93,22.41,7.28,74.0,Medium,High
STU102685,24,Female,74.17,22.86,69.85,71.62,61.36,76.5,2.64,63.3,69.83,-1.8,25.83,3.05,70.37,Medium,Medium
STU102686,21,Male,83.44,15.01,77.23,73.98,81.43,85.13,1.97,75.79,79.44,7.67,16.56,5.29,74.6,Low,High
STU102687,25,Female,89.63,16.38,72.73,75.88,60.7,84.4,2.47,66.93,73.43,-1.75,10.37,4.48,75.95,Medium,High
STU102688,26,Male,66.65,7.64,63.9,82.83,71.08,60.25,2.34,67.95,69.52,-7.7,33.35,9.1,66.46,Medium,Medium
STU102689,30,Male,69.29,14.23,55.17,71.89,69.91,52.68,1.53,45.07,62.41,-2.23,30.71,4.39,59.64,Low,Medium
STU102690,27,Male,75.25,18.05,69.69,58.92,40.24,74.27,1.69,57.57,60.78,-7.05,24.75,3.37,61.42,Low,Medium
STU102691,25,Male,68.44,7.96,65.69,70.68,51.01,73.9,1.85,51.22,65.32,-5.73,31.56,8.21,62.44,Low,Medium
STU102692,29,Male,72.83,12.91,65.21,73.3,64.36,67.96,2.37,60.67,67.71,-3.09,27.17,5.24,67.55,Medium,Medium
STU102693,23,Male,86.79,15.04,81.9,72.34,71.97,92.54,2.86,79.83,79.69,5.13,13.21,5.3,80.18,Medium,High
STU102694,30,Male,96.12,15.07,71.38,88.79,71.92,85.58,3.02,74.58,79.42,-1.34,3.88,5.27,83.65,High,High
STU102695,22,Female,90.67,26.77,80.55,64.63,100.0,85.67,3.63,89.88,82.71,20.25,9.33,3.09,86.71,High,High
STU102696,19,Male,65.85,12.17,83.85,76.33,56.76,70.08,2.55,53.6,71.76,-16.67,34.15,5.9,68.39,Medium,High
STU102697,23,Female,92.62,21.45,82.22,85.71,84.36,71.02,3.19,84.24,80.83,-6.28,7.38,3.77,84.15,High,High
STU102698,19,Male,76.92,11.12,75.92,66.61,66.21,69.25,3.47,58.51,69.5,-3.54,23.08,6.25,75.18,High,Medium
STU102699,19,Female,64.23,9.2,62.46,69.13,55.1,71.01,2.0,57.84,64.42,-2.74,35.77,7.0,61.48,Low,Medium
STU102700,29,Male,75.94,21.56,75.07,95.5,79.78,91.66,2.07,73.34,85.5,0.44,24.06,3.97,75.88,Medium,High
STU102701,28,Female,70.85,12.12,68.48,87.54,43.6,76.04,1.85,33.22,68.92,-18.19,29.15,5.69,64.96,Low,Medium
STU102702,20,Female,0.0,6.43,45.82,38.69,29.39,43.25,1.73,43.44,39.29,-5.93,100.0,6.11,28.3,Low,Low
STU102703,28,Female,78.69,8.55,55.63,62.84,61.08,73.58,2.26,59.74,63.28,8.09,21.31,7.4,66.55,Medium,Medium
STU102704,18,Male,77.73,11.28,82.66,76.3,82.78,70.37,2.48,80.54,78.03,-2.9,22.27,6.92,74.73,Medium,High
STU102705,21,Female,72.58,13.0,76.91,70.59,60.19,48.13,2.29,60.87,63.96,-19.59,27.42,4.92,65.2,Medium,Medium
STU102706,27,Male,68.85,24.37,76.2,84.79,59.01,87.03,2.0,55.78,76.76,-7.48,31.15,3.15,69.04,Low,High
STU102707,21,Male,47.17,5.09,51.82,56.21,40.94,41.91,1.64,47.25,47.72,-12.59,52.83,9.38,46.21,Low,Low
STU102708,27,Male,53.19,3.08,64.27,40.16,49.12,25.31,2.06,41.89,44.72,-15.0,46.81,14.52,48.62,Medium,Low
STU102709,29,Female,100.0,11.48,82.07,81.44,85.67,87.68,3.16,78.38,84.22,4.92,0.0,7.34,87.91,High,High
STU102710,18,Male,73.49,11.15,60.73,65.72,65.49,65.94,3.02,58.7,64.47,2.49,26.51,5.78,69.38,High,Medium
STU102711,18,Female,62.7,10.35,76.66,72.71,49.46,69.58,1.97,43.7,67.1,-15.17,37.3,6.48,62.21,Low,Medium
STU102712,30,Male,63.18,12.63,77.08,63.64,67.83,80.76,2.34,69.7,72.33,3.94,36.82,5.73,66.82,Medium,High
STU102713,24,Male,90.42,20.94,81.96,90.71,78.3,92.52,3.21,76.18,85.87,-0.92,9.58,4.1,86.11,High,High
STU102714,24,Male,94.74,12.7,73.49,90.45,87.64,84.95,3.25,86.2,84.13,4.33,5.26,6.62,86.74,High,High
STU102715,24,Male,64.93,5.88,65.99,56.23,49.52,53.15,2.11,46.03,56.22,-9.77,35.07,9.56,58.14,Medium,Medium
STU102716,23,Female,97.05,20.97,71.99,82.45,85.57,78.47,3.43,89.06,79.62,4.8,2.95,3.8,86.08,High,High
STU102717,26,Female,75.61,9.15,72.23,73.19,58.58,74.63,2.62,55.88,69.66,-6.11,24.39,7.61,70.61,Medium,Medium
STU102718,25,Female,72.57,7.08,56.41,56.92,70.09,60.8,1.81,58.82,61.06,8.78,27.43,8.62,61.35,Low,Medium
STU102719,20,Male,66.96,18.26,72.19,67.13,52.3,75.18,2.61,56.64,66.7,-5.92,33.04,3.65,66.49,Medium,Medium
STU102720,26,Male,63.11,7.18,62.4,71.65,61.3,64.86,2.07,60.45,65.05,-3.95,36.89,9.06,61.81,Medium,Medium
STU102721,26,Female,52.1,9.27,50.09,56.27,39.52,55.6,1.57,41.97,50.37,-5.62,47.9,5.43,48.66,Low,Medium
STU102722,19,Male,92.13,18.77,71.58,91.53,73.28,71.13,3.13,66.47,76.88,-9.35,7.87,4.1,81.73,High,High
STU102723,22,Male,73.02,7.53,79.76,58.28,71.56,66.41,2.71,80.42,69.0,-0.04,26.98,9.16,69.96,Medium,Medium
STU102724,28,Female,56.63,17.04,81.24,79.94,63.76,64.63,2.64,64.87,72.39,-16.4,43.37,4.25,66.38,Medium,High
STU102725,26,Male,85.3,18.18,68.75,79.08,76.28,71.13,2.52,81.56,73.81,-0.21,14.7,4.06,75.1,Medium,High
STU102726,19,Male,78.35,26.98,72.83,79.58,82.52,76.93,2.29,85.13,77.96,3.52,21.65,2.89,73.94,Medium,High
STU102727,18,Male,46.95,0.0,43.58,43.98,22.8,47.88,0.85,24.11,39.56,-8.44,53.05,39.56,38.12,Low,Low
STU102728,25,Female,71.44,9.37,71.09,45.7,62.18,61.04,1.98,64.26,60.0,3.21,28.56,6.4,61.33,Low,Medium
STU102729,24,Male,83.15,22.96,86.19,87.64,86.29,71.75,3.06,89.71,82.97,-7.89,16.85,3.61,81.73,High,High
STU102730,30,Female,45.76,13.65,63.57,41.44,44.79,81.37,1.66,61.24,57.79,10.58,54.24,4.23,50.92,Low,Medium
STU102731,24,Male,98.1,13.99,78.25,60.98,64.12,63.29,3.19,75.4,66.66,-5.91,1.9,4.76,78.71,High,Medium
STU102732,30,Male,59.68,15.04,63.35,60.13,34.67,59.95,1.73,36.22,54.53,-14.43,40.32,3.63,53.82,Low,Medium
STU102733,20,Male,79.81,20.66,57.44,66.61,58.7,73.14,2.44,73.62,63.97,3.9,20.19,3.1,68.13,Medium,Medium
STU102734,23,Female,92.32,27.22,90.96,89.53,97.89,94.72,3.2,82.44,93.28,6.06,7.68,3.43,90.34,High,High
